,EC,AYO,"Puerto Ayora, Isla Santa Cruz","Puerto Ayora, Isla Santa Cruz",W,AI,1-------,0501,,0045S 09019W,
,EC,VIL,"Puerto Villamil, Isla Isabela","Puerto Villamil, Isla Isabela",W,AI,1-------,1101,,0056S 09101W,
,EC,ATF,Ambato,Ambato,,RL,--34----,9805,,,
,EC,ARE,Arenillas,Arenillas,O,RL,--3-----,1301,,0333S 08004W,
,EC,ATI,Atuntaqui,Atuntaqui,I,RL,--3-----,1501,,0020N 07813W,
,EC,BBA,Baba,Baba,R,RL,--3-----,1301,,0147S 07940W,
,EC,BYO,Babahoyo,Babahoyo,R,RQ,--3-----,0901,,,
,EC,BHA,Bahía de Caráquez,Bahia de Caraquez,M,AI,1--4----,0212,,0033S 08030W,
,EC,EBL,Balao,Balao,,AI,1-------,9601,,,
,EC,BAL,Balzar,Balzar,G,RL,--3-----,1301,,0122S 07954W,
,EC,BAS,Banos,Banos,T,RL,--3-----,1501,,0124S 07825W,
,EC,BLI,Bartolome Island,Bartolome Island,W,RQ,1-------,0901,,0017S 09033W,
,EC,EQB,Bucay,Bucay,G,RL,-----6--,0901,,0241S 07940W,
,EC,BUF,Buena Fe,Buena Fe,R,RL,--3-----,1301,,0054S 07929W,
,EC,CAT,Caleta Tagus,Caleta Tagus,W,RL,1-------,1101,,0015S 09122W,
,EC,CNT,Canuto,Canuto,M,RL,--3-----,1307,,0048S 08007W,
,EC,CTM,Catarama,Catarama,R,RL,--3-----,1301,,0135S 07928W,
,EC,CAY,Cayambe,Cayambe,P,RL,--3-----,1301,,0030N 07808W,
,EC,CRT,Cerecita,Cerecita,G,RL,--3-----,1301,,0221S 08017W,
,EC,CHM,Chambo,Chambo,H,RL,-----6--,1201,,0144N 07835W,
,EC,CHA,Chanduy,Chanduy,G,RL,--3-----,0307,,0225S 08040W,
,EC,EQC,Chone,Chone,M,RL,-----6--,0901,,0041S 08006W,
,EC,CHG,Chongón,Chongon,G,RL,--3--6--,0501,,0214S 08004W,
,EC,OCC,Coca,Coca,N,RQ,1-34-6--,0901,,0029S 07658W,
,EC,CMM,Coronel Marcelino Mariduena,Coronel Marcelino Mariduena,G,RL,--3-----,1801,,0212S 07925W,
,EC,CTI,Cotacachi,Cotacachi,I,RL,-----6--,1201,,0018N 07816W,
,EC,CUE,Cuenca,Cuenca,A,AI,--34----,1101,,0253S 07859W,
,EC,CHI,Cumandá,Cumanda,H,RL,--3-----,1401,,0212S 07908W,
,EC,CUA,Cumbaya,Cumbaya,P,RL,--3-----,1501,,0012S 07826W,
,EC,DAL,Daule,Daule,,RQ,--3-----,0907,,0150S 07956W,
,EC,DUN,Durán,Duran,G,RL,1-------,1101,,0212S 07950W,
,EC,ELC,El Carmen,El Carmen,M,RL,--3--6--,0501,,0016S 07926W,
,EC,EMP,El Empalme,El Empalme,G,RL,--3-----,1301,,0103S 07937W,
,EC,EGO,El Guabo,El Guabo,,RQ,-----6--,1001,,0239S 07943W,
,EC,EQH,El Quinche,El Quinche,P,RL,--3-----,1301,,0006S 07817W,
,EC,EQD,El Triunfo,El Triunfo,T,RL,-----6--,0901,,0118S 07824W,
,EC,ESM,Esmeraldas,Esmeraldas,E,AI,1--4----,1101,,0059N 07942W,
,EC,ESP,Espanola Island,Espanola Island,W,RQ,1-------,0901,,0123S 08941W,
,EC,FLO,Floreana Island,Floreana Island,W,RQ,1-------,0901,,0118S 09026W,
,EC,GPS,Galapagos Islands,Galapagos Islands,,AI,---4----,9601,,,
,EC,GUO,Gualaceo,Gualaceo,A,RL,--3-----,1501,,0254S 07847W,
,EC,GNO,Guano,Guano,H,RL,-----6--,1107,,0135S 07838W,
,EC,GYE,Guayaquil,Guayaquil,G,AI,1--45---,1207,,0210S 07954W,
,EC,GUA,Guayas,Guayas,G,RL,1----6--,0901,,0058S 07933W,
,EC,GBB,Guayllabamba,Guayllabamba,P,RL,--3-----,1401,,0030S 07820W,
,EC,HBL,Hacienda Bolivia,Hacienda Bolivia,P,RL,--3-----,1401,,0021S 07826W,
,EC,HGU,Hacienda Guayas,Hacienda Guayas,G,RL,--3-----,1207,,0119S 07952W,
,EC,HQL,Huaquillas,Huaquillas,O,RL,--3-----,1301,,0329S 08014W,
,EC,IBA,Ibarra,Ibarra,I,RL,--3-----,1501,,0021N 07807W,
,EC,WGL,Isle Baltra,Isle Baltra,,RQ,---4----,0901,,4431N 07913W,
,EC,JAO,Jaramijó,Jaramijo,M,RL,--3-----,1501,,0056S 08038W,
,EC,JIP,Jipijapa,Jipijapa,M,AI,--34-6--,0501,,0120S 08035W,
,EC,JQU,Junquillal,Junquillal,G,RL,--3-----,1807,,0143S 07952W,
,EC,LAC,La Concordia,La Concordia,E,RL,--3-----,1301,,0102N 07902W,
,EC,LJS,La Joya de los Sachas,La Joya de los Sachas,N,RL,--3-----,1301,,0019S 07651W,
,EC,LLD,La Libertad,La Libertad,G,AI,1-------,1101,,0214S 08054W,
,EC,LAM,La Maná,La Mana,X,RL,--3-----,1301,,0056S 07913W,
,EC,LPT,La Puntilla,La Puntilla,,RL,1-3--6--,0607,,0209S 07952W,
,EC,LTR,La Troncal,La Troncal,F,RL,--3-----,1301,,0224S 07920W,
+,EC,LUN,La Unión,La Union,R,RL,--3-----,1907,,0147S 07928W,
,EC,LGQ,Lago Agrio,Lago Agrio,,RQ,---4----,0901,,0052N 07652W,
,EC,LAS,Lasso,Lasso,X,RL,--3-----,0501,,0045S 07836W,
,EC,LAT,Latacunga,Latacunga,X,RL,--3-----,0401,,0056S 07837W,
,EC,LOH,Loja,Loja,,AI,---4----,9601,,,
,EC,MRR,Macará,Macara,L,AI,---4----,0212,,0423S 07957W,
,EC,XMS,Macas,Macas,S,RL,---4----,0907,,0219S 07807W,
,EC,MAC,Machachi,Machachi,P,RL,--3--6--,0501,,0030S 07834W,
,EC,MCH,Machala,Machala,,AI,---4----,9601,,,
,EC,MEC,Manta,Manta,M,AI,1--4----,1101,,0057S 08044W,
,EC,MSU,Mariscal Sucre,Mariscal Sucre,G,RL,--3-----,1301,,0206S 07929W,
,EC,MZD,Mendez,Mendez,S,RL,---4----,0907,,0240S 07819W,
,EC,MIL,Milagro,Milagro,,RQ,--3--6--,1001,,0202S 07975W,
,EC,MTO,Montalvo,Montalvo,R,RL,--3--6--,0901,,0148S 07920W,
,EC,MTC,Montecristi,Montecristi,M,RL,-----6--,1107,,0103S 08040W,
,EC,MTV,Monteverde,Monteverde,,RL,--3-----,0106,,0202S 08043W,
,EC,MOR,Morona,Morona,,RL,-----6--,1107,,0253S 07741W,
,EC,NAR,Naranjal,Naranjal,G,RL,--3-----,1301,,0240S 07937W,
,EC,NRJ,Naranjito,Naranjito,G,RQ,-----6--,1007,,0213S 07929W,
,EC,PLQ,Palenque,Palenque,R,RL,--3-----,1301,,0127S 07944W,
,EC,PTL,Palestina,Palestina,G,RL,--3-----,1307,,0138S 07958W,
,EC,PAS,Pasaje,Pasaje,G,RL,--3-----,1301,,0111S 07955W,
,EC,PJE,Pasaje,Pasaje,O,RL,--3-----,1301,,0320S 07949W,
,EC,PSC,Pascuales,Pascuales,G,RQ,--3--6--,1007,,0205S 07956W,
,EC,PTZ,Pastaza,Pastaza,,RQ,---4----,0901,,0200S 07700W,
,EC,PPI,Patricia Pilar,Patricia Pilar,R,RL,--3-----,1501,,0034S 07921W,
,EC,PTE,Paute,Paute,A,RL,-----6--,1201,,0247S 07845W,
,EC,PDL,Pedernales,Pedernales,M,RQ,-----6--,1001,,0050N 08003W,
,EC,CAR,Pedro Carbo,Pedro Carbo,,RL,1-3-----,0601,,,
,EC,PEL,Pelileo,Pelileo,T,RL,-2------,1301,,0119S 07832W,
,EC,PIF,Pifo,Pifo,P,RL,--3-----,1807,,0014S 07820W,
,EC,PIN,Piñas,Pinas,O,RL,-----6--,1201,,0340N 07939W,
,EC,PYS,Playas,Playas,G,RL,--3--6--,1701,,0238S 08023W,
,EC,PVO,Portoviejo,Portoviejo,M,AI,--34----,1101,,0103S 08027W,
,EC,PSJ,Posorja,Posorja,G,RL,--3--6--,0501,,0242S 08015W,
,EC,PRO,Progreso,Progreso,G,RL,--3-----,1301,,0153S 07952W,
,EC,PUV,Pueblo Viejo,Pueblo Viejo,M,RL,--3-----,1301,,0047S 07951W,
,EC,PUE,Puebloviejo,Puebloviejo,R,RL,--3-----,1601,,0133S 07932W,
,EC,PBG,Puerto Balao Grande,Puerto Balao Grande,G,RL,1-------,1301,,0254S 07950W,
,EC,BAQ,Puerto Baquerizo Moreno,Puerto Baquerizo Moreno,W,AI,1-------,0212,,0054S 08936W,
,EC,PBO,Puerto Bolívar,Puerto Bolivar,O,AI,1-------,0212,,0316S 07959W,
,EC,PEG,Puerto Egas,Puerto Egas,W,RQ,1-------,1101,,0014S 09051W,
,EC,PFO,Puerto Francisco de Orellana,Puerto Francisco de Orellana,D,RL,--3-----,1301,,0028S 07658W,
,EC,PEV,Puerto Nuevo,Puerto Nuevo,,RQ,1----6--,1001,,0213S 07955W,
,EC,PUN,Puná,Puna,G,RL,1-3-----,1101,,0244S 07955W,
,EC,PYO,Putumayo,Putumayo,,RQ,---4----,0901,,0004N 07554W,
,EC,PUY,Puyo,Puyo,Y,RL,-----6--,1201,,0128N 07759W,
,EC,QVD,Quevedo,Quevedo,R,RL,--3--6--,0501,,0102S 07927W,
,EC,QUI,Quinche,Quinche,P,RL,--3-----,0501,,0007S 07818W,
,EC,EQA,Quininde,Quininde,E,RL,-----6--,0901,,0020N 07928W,
