,RO,BCU,"Baciu, Cluj","Baciu, Cluj",CJ,RL,-23-----,0407,,4648N 02331E,
,RO,BRD,"Brad, Hunedoara","Brad, Hunedoara",HD,RL,-23-----,0407,,4607N 02247E,
,RO,BDU,"Bragadiru, Ilfov","Bragadiru, Ilfov",,RL,--3-----,0501,,4422N 02558E,
,RO,BZA,"Breaza, Prahova","Breaza, Prahova",PH,RL,-23-----,0407,,4511N 02540E,
,RO,BUD,"Budesti, Calarasi","Budesti, Calarasi",,RL,-23-----,0601,,4414N 02628E,
,RO,CNU,"Cornetu, Ilfov","Cornetu, Ilfov",,RL,--3-----,0407,,4420N 02556E,
,RO,CNC,"Cîlnic, Gorj","Cilnic, Gorj",GJ,RL,--3-----,0407,,4557N 02304E,
,RO,DCI,"Dulcesti, Neamt","Dulcesti, Neamt",,RL,--3-----,0601,,4658N 02646E,
,RO,DBR,"Dumbraveni, Sibiu","Dumbraveni, Sibiu",SB,RL,-23-----,0407,,4614N 02434E,
,RO,DVI,"Dumbravita, Timis","Dumbravita, Timis",TM,RL,--3-----,0407,,4801N 02627E,
,RO,HTG,"Hateg, Hunedoara","Hateg, Hunedoara",HD,RL,-23-----,0407,,4537N 02257E,
,RO,IMA,"Ialomica, Judecul","Ialomica, Judecul",IL,RL,-23-----,0401,,4440N 02700E,
,RO,IVE,"Ivesti, Galati","Ivesti, Galati",,RL,-23-----,0601,,4540N 02731E,
,RO,LMU,"Lunca Muresului, Alba","Lunca Muresului, Alba",AR,RL,--3-----,0407,,4626N 02354E,
,RO,MRI,"Moreni, Dimbovita","Moreni, Dimbovita",,RL,-23-----,0601,,4500N 02539E,
,RO,OTZ,"Oituz, Bacau","Oituz, Bacau",BC,RL,--3-----,0407,,4612N 02637E,
,RO,OSI,"Onesti, Bacau","Onesti, Bacau",BC,RL,--3-----,0407,,4615N 02645E,
,RO,PRS,"Peris, Ilfov","Peris, Ilfov",B,RL,--3-----,0407,,4441N 02600E,
,RO,PRA,"Petrila, Hunedoara","Petrila, Hunedoara",HD,RL,--3-----,0407,,4455N 02137E,
,RO,PTI,"Pietrari, Valcea","Pietrari, Valcea",VL,RL,--3-----,0407,,4506N 02408E,
,RO,RMA,"Remetea, Harghita","Remetea, Harghita",HR,RL,--3-----,0407,,4647N 02527E,
,RO,SBS,"Sebes, Alba","Sebes, Alba",AB,RL,--3-----,0407,,4558N 02334E,
,RO,SLO,"Slobozia, Arges","Slobozia, Arges",AG,RL,--3-----,0507,,4516N 02510E,
,RO,STI,"Stefanesti, Arges","Stefanesti, Arges",,RL,-23-----,0601,,4452N 02456E,
,RO,TNI,"Tonesti, Olt","Tonesti, Olt",,RL,--3-----,0601,,4448N 02425E,
,RO,VRI,"Vacaresti, Dimbovita","Vacaresti, Dimbovita",DB,RL,--3-----,0407,,4451N 02529E,
,RO,VDR,"Vidra, Vrancea","Vidra, Vrancea",,RL,--3-----,0601,,4555N 02654E,
,RO,ABM,Abram,Abram,,RL,-23-----,0601,,4719N 02223E,
,RO,ABR,Abrud,Abrud,AB,RL,--3-----,1301,,4616N 02303E,
,RO,ATI,Acatari,Acatari,MS,RL,-23-----,0407,,4629N 02438E,
,RO,ADJ,Adjud,Adjud,VN,RL,--3-5---,1607,,4606N 02710E,
,RO,ADC,Adunatii-Copaceni,Adunatii-Copaceni,GR,RL,--3-----,0701,,4415N 02602E,
,RO,AMI,Afumati,Afumati,,RL,--3-----,0601,,4432N 02615E,
,RO,AGI,Agigea,Agigea,CT,RL,1-------,1101,,4405N 02837E,
,RO,AID,Aiud,Aiud,AB,RL,--3-----,1707,,4618N 02343E,
,RO,ALI,Alba Iulia,Alba Iulia,AB,RL,--3-----,0207,QAY,4604N 02334E,
,RO,ALB,Albesti,Albesti,MS,RL,-23-----,0407,,4613N 02451E,
,RO,ALD,Alesd,Alesd,BH,RL,--3-----,0207,,4703N 02224E,
,RO,ALX,Alexandria,Alexandria,TR,RL,-23-----,0307,,4359N 02520E,
,RO,ACB,Alexandru cel Bun,Alexandru cel Bun,,RL,--3-----,0601,,4727N 02718E,
,RO,AMA,Almasu Mare,Almasu Mare,AB,RL,--3-----,1601,,4606N 02308E,
,RO,AMR,Amara,Amara,IL,RQ,--3-----,1007,,4437N 02712E,
,RO,AGH,Anghelesti,Anghelesti,VN,RL,--3-----,1601,,4605N 02703E,
,RO,APA,Apahida,Apahida,B,RQ,--3-----,0901,,,
,RO,ARW,Arad,Arad,,AI,-2-4----,9601,,,
,RO,ARI,Aricestii-Rahtivani,Aricestii-Rahtivani,PH,RL,--3-----,1301,,4457N 02550E,
,RO,AVR,Avrig,Avrig,SB,RL,-23--6--,1301,,4544N 02423E,
,RO,BBG,Babadag,Babadag,TL,RL,-----6--,1107,,4454N 02843E,
,RO,BCM,Bacau,Bacau,,AI,-2-4----,9601,,,
,RO,BAC,Bacia,Bacia,HD,RL,--3-----,1301,,4548N 02301E,
,RO,BCO,Bacova,Bacova,TM,RL,-23-----,0501,,4539N 02133E,
,RO,BAQ,Baia,Baia,TL,RL,--3-----,1401,,4443N 02840E,
,RO,BDC,Baia de Cris,Baia de Cris,HD,RL,--3-----,1701,,4610N 02243E,
,RO,BAY,Baia Mare,Baia Mare,,AI,-2-4----,9401,,,
,RO,BPH,Baicoi,Baicoi,PH,RL,-2---6--,1707,,4502N 02551E,
,RO,BUL,Baiculesti,Baiculesti,AG,RQ,-----6--,1007,,4540N 02442E,
,RO,BTD,Baile Tusnad,Baile Tusnad,,RQ,--3-----,0607,,4609N 02551E,
,RO,BL3,Balaciu,Balaciu,VL,RL,--3-----,1501,,4456N 02356E,
,RO,BAE,Baleni,Baleni,BH,RL,--3-----,1707,,4636N 02223E,
,RO,BAI,Balesti,Balesti,,RQ,--3-----,0507,,,
,RO,RRM,Balotesti,Balotesti,B,RL,-23-----,0401,,4437N 02607E,
,RO,BAL,Bals,Bals,OT,RL,--3-----,0207,,4421N 02406E,
,RO,BPU,Baneasa Apt/Bucuresti,Baneasa Apt/Bucuresti,,AI,---4----,9601,,,
,RO,BNT,Banesti,Banesti,PH,RL,-----6--,1107,,4506N 02546E,
,RO,BAA,Barla,Barla,AG,RQ,-----6--,1007,,4701N 02433E,
,RO,BAR,Barticesti,Barticesti,,RL,--3-----,0201,,4703N 02646E,
,RO,BAB,Basarabi,Basarabi,,AC,1-------,1101,,4410N 02822E,
,RO,BAS,Bascov,Bascov,AG,RL,--3-----,1301,,4453N 02449E,
,RO,MBT,Batos,Batos,MS,RL,--3-----,1207,,4653N 02440E,
,RO,BZI,Bazias,Bazias,CS,RL,1-3-----,0507,,4448N 02123E,
,RO,BCT,Bechet,Bechet,DJ,RL,1-3-----,0507,,4346N 02356E,
,RO,BUM,Becicherecu Mic,Becicherecu Mic,,RL,-23-----,0601,,4550N 02103E,
,RO,BCN,Beclean,Beclean,HR,RL,123-----,1101,,4619N 02518E,
