,VC,BQU,"Port Elizabeth, Bequia","Port Elizabeth, Bequia",,AI,1-34----,0207,,1300N 06113W,
,VC,CPK,Camden Park,Camden Park,02,RL,--3-----,1501,,1310N 06114W,
,VC,CRP,Campden Park,Campden Park,,RL,1-3-----,1207,,1310N 06114W,
,VC,CAN,Canouan Island,Canouan Island,,RQ,1-------,0901,,1243N 06119W,
,VC,GRG,Georgetown,Georgetown,,RQ,1-3--6--,0607,,1316N 06107W,
,VC,KTN,Kingstown,Kingstown,,RL,1--45---,0212,,1308N 06113W,
,VC,MQS,Mustique Island,Mustique Island,,AI,1--4----,9501,,,
,VC,PLI,Palm Island,Palm Island,,RQ,---4----,0901,,1221N 06114W,
,VC,SVD,Saint Vincent,Saint Vincent,,AI,1--4----,1101,,,
,VC,UNI,Union Island,Union Island,,AI,1--4----,9501,,,
