,EE,SLT,"Salutaguse, Kaiu","Salutaguse, Kaiu",70,RL,--3-----,0901,,5859N 02503E,
,EE,AAR,Aaravete,Aaravete,51,RL,--3-----,1301,,5908N 02545E,
,EE,AEB,Aasmäe,Aasmae,37,RL,-----6--,0901,,5914N 02430E,
,EE,AAV,Aaviku,Aaviku,37,RL,--3-----,1007,,,
,EE,ABJ,Abaja Sadam,Abaja Sadam,74,AA,1-------,1801,,5822N 02201E,
,EE,APL,Abja-Paluoja,Abja-Paluoja,84,RL,--3-----,0607,,5807N 02523E,
,EE,ABR,Abruka,Abruka,74,AA,1-------,1301,,5810N 02232E,
,EE,ADV,Admirali Väikesadam,Admirali Vaikesadam,67,AA,1-------,1407,,5832N 02341E,
,EE,AEN,Aegna,Aegna,37,AA,1-------,1007,,5934N 02445E,
,EE,AHJ,Ahja,Ahja,65,RL,--3-----,0307,,5812N 02704E,
,EE,AHO,Ahoi Jõesadam,Ahoi Joesadam,74,AA,1-------,1801,,5813N 02222E,
,EE,ALJ,Alajõe,Alajoe,44,AA,1-------,1301,,5901N 02726E,
,EE,AJS,Alajõe Jõesadam,Alajoe Joesadam,44,AA,1-------,1201,,5901N 02726E,
,EE,AKS,Alajõe Kalasadam,Alajoe Kalasadam,44,AA,1-------,1007,,5900N 02726E,
,EE,AEC,Alatskivi,Alatskivi,78,RL,-----6--,0901,,5835N 02708E,
,EE,AMB,Ambla,Ambla,51,RL,--3-----,1207,,5911N 02550E,
,EE,ANT,Antsla,Antsla,86,RL,--3-----,1007,,5750N 02631E,
,EE,ARD,Ardu,Ardu,37,RL,--3-----,0501,,5906N 02522E,
,EE,ARK,Arkna,Arkna,44,RL,--3-----,1107,,5934N 02622E,
,EE,ARU,Aruküla,Arukula,37,RQ,--3-----,0901,,5911N 02428E,
,EE,ASE,Aseri,Aseri,44,RL,1-3-----,1301,,5927N 02652E,
,EE,ATL,Atla,Atla,74,AA,1-------,1007,,5818N 02154E,
,EE,AUD,Audru,Audru,67,RL,--3-----,0607,,5824N 02422E,
,EE,BEK,Bekkeri,Bekkeri,37,AA,1------B,1201,,5927N 02439E,
,EE,DIR,Dirhami,Dirhami,57,AA,1------B,1201,,5913N 02330E,
,EE,DOB,Doberani,Doberani,67,AA,1-------,1407,,5823N 02422E,
,EE,EBA,Ebavere,Ebavere,59,RQ,--3-----,0901,,5907N 02614E,
,EE,EIS,Eisma,Eisma,59,RL,1-------,1501,,5934N 02618E,
,EE,ELV,Elva,Elva,78,RL,--3-----,1301,,5814N 02625E,
,EE,ERV,Ervu,Ervu,78,RL,-----6--,0901,,,
,EE,HNE,Haabneeme,Haabneeme,37,RL,--3-----,1301,,5931N 02448E,
,EE,HAA,Haapsalu,Haapsalu,57,RL,123-----,1301,,5856N 02332E,
,EE,HVV,Haapsalu Veskiviigi,Haapsalu Veskiviigi,57,AA,1-------,1201,,5858N 02332E,
,EE,HLD,Haldi,Haldi,39,AA,1-------,1401,,5848N 02227E,
,EE,HLA,Halinga,Halinga,67,RL,--3-----,0212,,5835N 02432E,
,EE,HJA,Haljala,Haljala,59,RL,--3-----,0601,,5925N 02616E,
,EE,HAN,Hanila,Hanila,57,RL,--3-----,1301,,5836N 02333E,
,EE,HRA,Hara Sadam,Hara Sadam,57,AA,1-------,1607,,5905N 02332E,
,EE,HRS,Hara Sadam,Hara Sadam,37,AA,1-------,1607,,5935N 02537E,
,EE,HRJ,Harju,Harju,39,RL,--3-----,1407,,5844N 02238E,
,EE,HAR,Harku,Harku,,RQ,--3-----,1001,,5923N 02434E,
,EE,HLT,Heltermaa,Heltermaa,39,AA,1------B,1201,,5852N 02303E,
