,SY,ALD,Al Ladhiqiyah,Al Ladhiqiyah,,RL,123-----,0601,,3531N 03547E,
,SY,SOR,Al Thaurah,Al Thaurah,,AI,---4----,0001,,,
,SY,ALP,Aleppo (Alep),Aleppo (Alep),,AI,---45---,9601,,,
,SY,ARW,Arwad,Arwad,TA,AI,1-3-----,1101,,3451N 03551E,
,SY,BEN,Banghazi,Banghazi,,RL,1-3-----,0607,,3207N 02004E,
,SY,BAN,Baniyas,Baniyas,TA,RL,1-3-----,1101,,3511N 03557E,
,SY,DAM,Damascus (Damas),Damascus (Damas),,AI,1--45---,9601,,,
,SY,DEZ,Deirezzor,Deirezzor,,AI,---4----,9601,,,
,SY,QDR,Dera'a,Dera'a,,AI,---45---,9805,,,
,SY,QHM,Hama,Hama,,RQ,0-------,9506,,,
,SY,HMS,Homs,Homs,HI,RL,-23-----,0307,QHS,3444N 03643E,
,SY,KAC,Kameshli,Kameshli,,AI,---4----,9601,,,
,SY,LTK,Latakia,Latakia,,AI,1--4----,1001,,3531N 03547E,
,SY,PMS,Palmyra,Palmyra,,AI,---4----,0001,,,
,SY,QSW,Sweida,Sweida,,AI,---4----,0001,,,
,SY,TTS,Tartus,Tartus,TA,RL,1-3-----,1001,,3454N 03554E,
,SY,TAO,Tartus Oil Terminal,Tartus Oil Terminal,TA,RQ,1-------,0907,,3458N 03553E,
,SY,WST,Wasit,Wasit,,RQ,0-------,9012,,,
,SY,YBD,Yabrud,Yabrud,RD,RL,--3-----,1501,,3358N 03639E,
