,PA,ABN,"Agua Buena, Tonosi","Agua Buena, Tonosi",7,RL,--3-----,1301,,0727N 08021W,
,PA,PTY,"Panamá, Ciudad de","Panama, Ciudad de",8,AI,1-345---,0407,PAC,0858N 07932W,
,PA,ACH,Achiote,Achiote,3,RL,--3-----,1807,,0913N 08001W,
,PA,ACU,Achutupo,Achutupo,,AI,---4----,9601,,,
,PA,ABA,Agua Buena,Agua Buena,7,RL,--3--6--,1807,,0749N 08024W,
,PA,AGF,Agua Fria,Agua Fria,5,RL,--3-----,1807,,0725N 08049W,
,PA,AGD,Aguadulce,Aguadulce,,AI,1-------,9401,,,
,PA,AIL,Ailigandi,Ailigandi,,AI,---4----,0001,,,
,PA,ALA,Alanje,Alanje,4,RL,--3-----,0401,,0824N 08233W,
,PA,VQR,Albrook,Albrook,8,RL,--3-----,1207,,0858N 07934W,
,PA,ADZ,Alcalde Díaz,Alcalde Diaz,8,RL,--3-----,1807,,0907N 07933W,
,PA,PAM,Almirante,Almirante,,AI,1-------,9401,,,
,PA,ABQ,Alto Boquete,Alto Boquete,4,RL,--3-----,1807,,0845N 08226W,
,PA,ADG,Altos de Güera,Altos de Guera,7,RL,--3-----,1807,,0732N 08038W,
,PA,AMD,Amador,Amador,9,RL,--3-----,1807,,0904N 07954W,
,PA,ACO,Ancon,Ancon,8,RL,1-3-----,1807,,0858N 07933W,
,PA,ANT,Antón,Anton,2,RL,--3-----,1601,,0824N 08016W,
,PA,ARS,Arenas,Arenas,9,RL,--3-----,1807,,0722N 08051W,
,PA,ASA,Arenosa,Arenosa,8,RL,--3-----,1207,,0902N 07957W,
,PA,AMA,Arosemena,Arosemena,9,RL,--3-----,1807,,0858N 07957W,
,PA,ARR,Arraiján,Arraijan,8,RL,--3-----,1301,,0857N 07939W,
,PA,ATA,Atalaya,Atalaya,9,RL,--3-----,0507,,0803N 08056W,
,PA,BAC,Baco,Baco,4,RL,--3-----,1807,,0804N 08252W,
,PA,BHH,Bahía Honda,Bahia Honda,7,RL,--3-----,1807,,0741N 08027W,
,PA,BHP,Bahía Honda,Bahia Honda,10,RL,--3-----,1807,,0745N 08131W,
,PA,PBM,Bahía Las Minas,Bahia Las Minas,3,RL,1-------,0212,,0924N 07950W,
,PA,BFQ,Bahía Piña,Bahia Pina,5,AI,---4----,0212,,0734N 07812W,
,PA,BCL,Bajo Corral,Bajo Corral,7,RL,--3-----,1807,,0736N 08016W,
,PA,BGA,Bajos de Güera,Bajos de Guera,7,RL,--3-----,1807,,0733N 08037W,
,PA,BLB,Balboa,Balboa,,AI,1-------,9601,,,
,PA,BNZ,Barnizal,Barnizal,10,RL,--3-----,1807,,0825N 08046W,
,PA,BUS,Barrios Unidos,Barrios Unidos,2,RL,--3-----,1807,,0812N 08031W,
,PA,BST,Bastimentos,Bastimentos,1,RL,--3-----,1807,,0921N 08212W,
,PA,BAY,Bayano,Bayano,7,RL,1-3-----,1807,,0738N 08023W,
,PA,BJO,Bejuco,Bejuco,9,RL,--3-----,1807,,0836N 07953W,
,PA,BFS,Belisario Frias,Belisario Frias,8,RL,-----6--,1807,,0904N 07929W,
,PA,BEL,Bella Vista,Bella Vista,,RL,--3-----,0607,,0834N 08011W,
,PA,BJG,Bijagual,Bijagual,4,RL,--3-----,1807,,0831N 08221W,
,PA,BVS,Bisvalles,Bisvalles,10,RL,--3-----,1807,,0810N 08113W,
,PA,BCC,Boca Chica,Boca Chica,4,RL,1-3-----,1401,,0813N 08213W,
,PA,BDC,Boca de Cupe,Boca de Cupe,5,RL,--3-----,1807,,0803N 07735W,
,PA,BDM,Boca del Monte,Boca del Monte,4,RL,--3-----,1807,,0821N 08207W,
,PA,BOC,Bocas del Toro,Bocas del Toro,1,RL,1-34----,0212,,0920N 08214W,
,PA,BOQ,Boquerón,Boqueron,4,RL,--3-----,1807,,0921N 07934W,
,PA,BQT,Boquete,Boquete,,RL,--3-----,0601,,0846N 08226W,
,PA,BNN,Breñón,Brenon,4,RL,--3-----,1807,,0838N 08249W,
,PA,BJS,Brujas,Brujas,8,RL,--3-----,1807,,0835N 07831W,
,PA,CON,Buena Vista,Buena Vista,3,RL,--3-----,1501,,0916N 07941W,
,PA,BAS,Buenos Aires,Buenos Aires,9,RL,--3-----,1807,,0838N 07957W,
,PA,PZA,Bugaba,Bugaba,4,RL,-----6--,1301,,0829N 08237W,
,PA,BAG,Bágala,Bagala,4,RL,--3-----,0501,,0828N 08232W,
,PA,CBL,Caballero,Caballero,2,RL,--3-----,1807,,0833N 08012W,
,PA,CBA,Cabuya,Cabuya,9,RL,--3-----,1807,,0835N 07955W,
,PA,CYA,Cabuya,Cabuya,6,RL,--3-----,1807,,0802N 08038W,
,PA,CCQ,Cacique,Cacique,3,RL,--3-----,1807,,0937N 07937W,
,PA,CMT,Caimitillo,Caimitillo,8,RL,--3-----,1807,,0909N 07932W,
,PA,CAM,Caimito,Caimito,9,RL,--3-----,1807,,0849N 07957W,
,PA,CLD,Caldera,Caldera,4,RL,--3-----,1807,,0839N 08223W,
,PA,CDE,Caledonia,Caledonia,,AI,---4----,9601,,,
,PA,CLA,Calidonia,Calidonia,10,RL,--3-----,1807,,0757N 08123W,
,PA,CLB,Calobre,Calobre,9,RL,--3-----,0401,,0819N 08051W,
