,GB,ATO,"Acton, Sudbury","Acton, Sudbury",SFK,RL,--3-----,0501,,5204N 00045E,
,GB,GIG,"Ardminish, Gigha Island","Ardminish, Gigha Island",AGB,AA,1-3-----,0701,,5540N 00544W,
,GB,AMD,"Armadale, Isle of Skye","Armadale, Isle of Skye",HLD,AA,1-3-----,0701,,5703N 00554W,
,GB,BKC,"Backaland, Eday","Backaland, Eday",ORK,AA,1-3-----,0701,,5909N 00245W,
,GB,ION,"Baile Mor, Iona","Baile Mor, Iona",AGB,AA,1-3-----,0701,,5620N 00624W,
,GB,BMT,"Belmont, Unst","Belmont, Unst",ZET,AA,1-3-----,0701,,6041N 00058W,
,GB,BDF,"Broadford, Isle of Skye","Broadford, Isle of Skye",HLD,AA,1-3-----,0701,,5714N 00554W,
,GB,BDI,"Brodick, Isle of Arran","Brodick, Isle of Arran",NAY,AA,1-3-----,0701,,5535N 00510W,
,GB,BRU,"Bruray, Out Skerries","Bruray, Out Skerries",ZET,AA,1-3-----,0701,,6025N 00045W,
,GB,CNA,"Canna, Inner Hebrides","Canna, Inner Hebrides",HLD,AA,1-3-----,0701,,5703N 00630W,
,GB,CAG,"Ceann a Gharaidh, Eriskay","Ceann a Gharaidh, Eriskay",ELS,AA,1-3-----,0701,,5704N 00717W,
,GB,CUB,"Church Bay, Rathlin Island","Church Bay, Rathlin Island",MYL,AA,1-3-----,0701,,5517N 00611W,
,GB,RAS,"Clachan, Raasay","Clachan, Raasay",HLD,AA,1-3-----,0701,,5720N 00604W,
,GB,CGJ,"Craighouse, Isle of Jura","Craighouse, Isle of Jura",AGB,AA,1-3-----,0701,,5550N 00557W,
,GB,CUA,"Cuan Ferry, Seil","Cuan Ferry, Seil",AGB,AA,1-3-----,0701,,5616N 00538W,
,GB,CUV,"Cullivoe, Yell","Cullivoe, Yell",ZET,AA,1-3-----,0701,,6042N 00101W,
,GB,CMS,"Cumbrae Slip, Great Cumbrae","Cumbrae Slip, Great Cumbrae",NAY,AA,1-3-----,0701,,5547N 00454W,
,GB,EAA,"Easdale, Seil","Easdale, Seil",AGB,AA,1-3-----,0701,,5617N 00539W,
,GB,EGO,"Elgol, Isle of Skye","Elgol, Isle of Skye",HLD,AA,1-3-----,0701,,5709N 00606W,
,GB,ELB,"Ellenabeich, Seil","Ellenabeich, Seil",AGB,AA,1-3-----,0701,,5617N 00539W,
,GB,FIO,"Fionnphort, Isle of Mull","Fionnphort, Isle of Mull",AGB,AA,1-3-----,0701,,5619N 00622W,
,GB,FNH,"Fishnish, Isle of Mull","Fishnish, Isle of Mull",AGB,AA,1-3-----,0701,,5630N 00548W,
,GB,GAS,"Galmisdale, Eigg","Galmisdale, Eigg",HLD,AA,1-3-----,0701,,5653N 00608W,
,GB,GUT,"Gutcher, Yell","Gutcher, Yell",ZET,AA,1-3-----,0701,,6040N 00101W,
,GB,HVO,"Ham Voe, Foula","Ham Voe, Foula",ZET,AA,1-3-----,0701,,6008N 00202W,
,GB,HNS,"Hamars Ness, Fetlar","Hamars Ness, Fetlar",ZET,AA,1-3-----,0701,,6037N 00056W,
,GB,HMV,"Hamnavoe, Burra Isle","Hamnavoe, Burra Isle",ZET,AA,1-3-----,0701,,6006N 00120W,
,GB,HOV,"Housa Voe, Papa Stour","Housa Voe, Papa Stour",ZET,AA,1-3-----,0701,,6020N 00140W,
,GB,KAL,"Kallin (Ceallan), Isle of Grimsay","Kallin (Ceallan), Isle of Grimsay",ELS,AA,1-3-----,0701,,5729N 00712W,
,GB,KET,"Kettletoft, Sanday","Kettletoft, Sanday",ORK,AA,1-3-----,0701,,5914N 00236W,
,GB,KOH,"Kinloch, Rum","Kinloch, Rum",HLD,AA,1-3-----,0701,,5700N 00617W,
,GB,LVR,"Leverburgh, Harris","Leverburgh, Harris",ELS,AA,1-3-----,0701,,5746N 00701W,
,GB,LBD,"Lochboisdale (Loch Baghasdail), South Uist","Lochboisdale (Loch Baghasdail), South Uist",ELS,AA,1-3-----,0701,,5709N 00719W,
,GB,LRZ,"Lochranza, Isle of Arran","Lochranza, Isle of Arran",NAY,AA,1-3-----,0701,,5542N 00518W,
,GB,LHO,"Longhope, Hoy","Longhope, Hoy",ORK,AA,1-3-----,0701,,5848N 00312W,
,GB,LTS,"Loth, Sanday","Loth, Sanday",ORK,AA,1-3-----,0701,,5912N 00242W,
,GB,MGP,"Magilligan Point Ferry Terminal, Lough Foyle","Magilligan Point Ferry Terminal, Lough Foyle",LMV,AA,1-3-----,0701,,5511N 00658W,
,GB,MSC,"Manchester Ship Canal, Salford","Manchester Ship Canal, Salford",MAN,AA,123-----,0701,,5329N 00219W,
,GB,MRB,"Maryfield, Bressay","Maryfield, Bressay",ZET,AA,1-3-----,0701,,6009N 00107W,
,GB,MLP,"Millport, Great Cumbrae","Millport, Great Cumbrae",NAY,AA,1-3-----,0701,,5545N 00457W,
,GB,MIO,"Milton, Abingdon","Milton, Abingdon",OXF,RL,-23-----,0407,,5136N 00118E,
,GB,MNS,"Moaness, Hoy","Moaness, Hoy",ORK,AA,1-3-----,0701,,5855N 00319W,
,GB,NOH,"North Haven, Fair Isle","North Haven, Fair Isle",ZET,AA,1-3-----,0701,,5932N 00136W,
,GB,ODD,"Oddsta, Fetlar","Oddsta, Fetlar",ZET,AA,1-3-----,0701,,6037N 00055W,
,GB,OTR,"Otternish, North Uist","Otternish, North Uist",ELS,AA,1-3-----,0701,,5741N 00711W,
,GB,PIE,"Pierowall, Westray","Pierowall, Westray",ORK,AA,1-3-----,0701,,5919N 00300W,
,GB,POI,"Point, Island of Lismore","Point, Island of Lismore",AGB,AA,1-3-----,0701,,5633N 00526W,
,GB,PMR,"Port Mor, Muck","Port Mor, Muck",HLD,AA,1-3-----,0701,,5650N 00614W,
,GB,RAP,"Rapness, Westray","Rapness, Westray",ORK,AA,1-3-----,0701,,5916N 00252W,
,GB,RHB,"Rhubodach, Isle of Bute","Rhubodach, Isle of Bute",AGB,AA,1-3-----,0701,,5555N 00508W,
,GB,RAY,"Rothesay, Isle of Bute","Rothesay, Isle of Bute",AGB,AF,1-34----,0701,,5553N 00509W,
,GB,SMH,"Saint Margaret's Hope, South Ronaldsay","Saint Margaret's Hope, South Ronaldsay",ORK,AA,1-3-----,1101,,5850N 00258W,
,GB,SCG,"Scalasaig, Colonsay","Scalasaig, Colonsay",AGB,AA,1-3-----,0701,,5604N 00610W,
,GB,SCC,"Scalpay, Outer Hebridies","Scalpay, Outer Hebridies",ELS,AA,1-3-----,0701,,5752N 00641W,
,GB,SCN,"Scarinish, Tiree","Scarinish, Tiree",AGB,AA,1-3-----,0701,,5631N 00649W,
,GB,SCO,"Sconser, Isle of Skye","Sconser, Isle of Skye",HLD,AA,1-3-----,0701,,5718N 00607W,
,GB,LUI,"South Cuan, Luing","South Cuan, Luing",AGB,AA,1-3-----,0701,,5616N 00538W,
,GB,ULS,"Ulsta, Yell","Ulsta, Yell",ZET,AA,1-3-----,0701,,6030N 00110W,
,GB,UYE,"Uyeasound, Unst","Uyeasound, Unst",ZET,AA,1-3-----,0701,,6042N 00055W,
,GB,WHL,"Whitehall Village, Stronsay","Whitehall Village, Stronsay",ORK,AA,1-3-----,0701,,5908N 00237W,
,GB,ACI,A'Chill,A'Chill,HLD,RQ,--3-----,0907,,5703N 00630W,
,GB,BYS,Abbeystead,Abbeystead,LAN,RL,-----6--,1201,,5358N 00240W,
,GB,ASB,Abbots Bromley,Abbots Bromley,STS,RL,--3-----,0201,,5249N 00153W,
,GB,ABB,Abbots Langley,Abbots Langley,HRT,AF,--3-----,9804,,,
,GB,AOM,Abbots Morton,Abbots Morton,WOR,RL,--3-----,0501,,5211N 00157W,
,GB,AOT,Abbotsbury,Abbotsbury,DOR,RL,1-------,0901,,5040N 00236W,
,GB,AOL,Abbotsley,Abbotsley,CAM,RL,1-------,0901,,5211N 00012W,
,GB,ABS,Aber Sôch (Abersoch),Aber Soch (Abersoch),GWN,AA,1-3-----,0701,,5249N 00430W,
,GB,ABA,Aberaeron,Aberaeron,CGN,AF,1-3-----,1401,,5215N 00415W,
,GB,AOD,Aberbargoed,Aberbargoed,CAY,RL,-23-----,0701,,5142N 00313W,
,GB,AEG,Aberbeeg,Aberbeeg,,AQ,-23--6--,0601,,5143N 00310W,
,GB,ACD,Abercanaid,Abercanaid,MTY,RL,--3-----,0901,,5143N 00321W,
,GB,ABC,Abercarn,Abercarn,CAY,RL,-23-----,0701,,5139N 00308W,
,GB,ARC,Abercastle,Abercastle,PEM,AA,1-3-----,0701,,5157N 00507W,
,GB,ACF,Abercraf,Abercraf,POW,AQ,--3--6--,0601,,5148N 00342W,
,GB,AR9,Abercych,Abercych,PEM,RL,--3-----,1601,,5202N 00433W,
,GB,ACY,Abercynon,Abercynon,RCT,RL,--3-----,1401,,5138N 00319W,
,GB,ABE,Aberdare,Aberdare,POW,AF,--3-----,9511,,,
,GB,ADR,Aberdaron,Aberdaron,GWN,AA,1-3-----,0701,,5248N 00443W,
,GB,ABD,Aberdeen,Aberdeen,ABE,AF,1--4----,1401,ABZ,5708N 00206W,
,GB,AYD,Aberdour,Aberdour,FIF,AA,123-----,0701,,5603N 00317W,
,GB,ABV,Aberdovey,Aberdovey,,RQ,1-------,0901,,5232N 00403W,
,GB,ABF,Aberdyfi (Aberdovey),Aberdyfi (Aberdovey),GWN,AA,123-----,0701,,5233N 00402W,
,GB,AFY,Aberfeldy,Aberfeldy,PKN,RL,--3-----,0701,,5637N 00351W,
,GB,AFW,Aberffraw,Aberffraw,AGY,RL,1-------,0901,,5311N 00427W,
,GB,AFE,Aberfoyle,Aberfoyle,STG,RL,--3-----,1501,,5611N 00423W,
,GB,AGY,Abergavenny,Abergavenny,MON,AF,--3-----,1401,,5150N 00301W,
,GB,AEE,Abergele,Abergele,CWY,RL,123-----,0701,,5317N 00335W,
,GB,AED,Aberlady,Aberlady,ELN,RL,--3-----,0901,,5601N 00251W,
,GB,ABL,Aberlour,Aberlour,MRY,RL,-23-----,0701,,5728N 00313W,
,GB,ABM,Abermule,Abermule,POW,RL,--3-----,0407,,5232N 00314W,
,GB,ATE,Abernyte,Abernyte,PKN,RL,--3-----,1401,,5628N 00312W,
,GB,ABP,Aberporth,Aberporth,CGN,RQ,--3-----,0907,,5208N 00433W,
,GB,ABT,Abertillery,Abertillery,BGW,AF,-23-----,1401,,5144N 00307W,
,GB,AYW,Aberystwyth,Aberystwyth,CGN,AA,123-----,0701,,5225N 00405W,
,GB,AGN,Abingdon,Abingdon,OXF,AF,--34----,9511,ABB,,
,GB,ABN,Abington,Abington,NTH,AF,--3-----,9704,,,
,GB,ABY,Aboyne,Aboyne,ABD,AF,--3-----,1401,,5705N 00250W,
,GB,ARZ,Abram,Abram,WGN,RL,-----6--,1501,,5331N 00235W,
,GB,ABG,Abridge,Abridge,ESS,AF,--3-----,9811,,,
,GB,ACR,Accrington,Accrington,LAN,AF,--3-----,9511,,,
,GB,ACA,Acharacle,Acharacle,HLD,RQ,1-3-----,0907,,5444N 00547W,
,GB,ACE,Achiltibuie,Achiltibuie,HLD,RL,1-------,0901,,5802N 00522W,
,GB,AHN,Achnacroish,Achnacroish,AGB,AA,1-3-----,0701,,5630N 00529W,
,GB,AKA,Acklam,Acklam,NYK,RQ,--3-----,0907,,5402N 00048W,
,GB,ACK,Ackworth,Ackworth,WKF,AF,--3-----,1401,,5339N 00120W,
,GB,AMT,Ackworth Moor Top,Ackworth Moor Top,WKF,RL,--3-----,1401,,5338N 12047W,
,GB,ACL,Acle,Acle,NFK,RL,-23-----,0307,,5238N 00133E,
,GB,ACG,Acocks Green/Birmingham,Acocks Green/Birmingham,BIR,RL,--3-----,1401,,5227N 00149W,
,GB,ACN,Acton,Acton,SHR,AF,--3-----,1401,,,
,GB,ACT,Acton Grange,Acton Grange,CHE,AF,0-------,1307,,,
,GB,ATL,Acton Turville,Acton Turville,GLS,RQ,--3--6--,0607,,5131N 00216W,
,GB,ADA,Adbaston,Adbaston,STS,RL,--3-----,0201,,5250N 00221W,
,GB,ADY,Adderbury,Adderbury,OXF,AF,--3-----,9511,,,
,GB,ADW,Addiewell,Addiewell,WLN,RL,--3-----,1401,,5550N 00337W,
,GB,ADD,Addingham,Addingham,BRD,AF,--3-----,1401,,5356N 00153W,
,GB,ADI,Addington,Addington,KEN,AF,--3-----,9811,,,
,GB,ADN,Addlestone,Addlestone,SRY,AF,--3-----,9704,,,
,GB,APE,Addlethopre,Addlethopre,,RQ,--3-----,0907,,5312N 00018E,
,GB,ADL,Adlington,Adlington,LAN,AF,--3-----,9511,,,
,GB,ALO,Adlington,Adlington,CHE,RL,--3-----,1307,,5318N 00208W,
,GB,ADO,Admaston,Admaston,TFW,RQ,--3-----,0907,,5243N 00233W,
,GB,JDV,Adversane,Adversane,WSX,RL,-----6--,1201,,5059N 00028W,
,GB,AKS,Adwick le Street,Adwick le Street,DNC,RL,--3--6--,0607,,5334N 00111W,
,GB,AGH,Aghadowey,Aghadowey,CLR,RL,--3-----,0207,,5501N 00640W,
,GB,ZHG,Ahoghill,Ahoghill,ANT,RQ,-----6--,0907,,5484N 00636W,
,GB,AWR,Ailsworth,Ailsworth,CAM,AF,--3-----,9704,,,
,GB,AIN,Aintree,Aintree,LIV,AF,--3-----,1401,,5328N 00256W,
,GB,AMR,Aird Ma Ruibhe,Aird Ma Ruibhe,AGB,AA,1-3-----,0701,,5742N 00711W,
,GB,ADM,Aird Mhor (Ardmhor),Aird Mhor (Ardmhor),ELS,AA,1-3-----,0701,,5701N 00725W,
,GB,AIR,Airdrie,Airdrie,NLK,AF,--3-----,1401,,5551N 00359W,
,GB,AII,Airlie,Airlie,ANS,RL,--3-----,1401,,5638N 00306W,
,GB,AIH,Airth,Airth,FAL,RL,--3-----,1307,,5604N 00346W,
,GB,AIT,Aith,Aith,ZET,AA,1-3-----,0701,,6017N 00123W,
,GB,AOF,Alba Oil Field,Alba Oil Field,,RQ,------7-,1101,,5804N 00104E,
,GB,ABO,Albourne,Albourne,WSX,RL,--3-----,0201,,5056N 00011W,
,GB,ABI,Albrighton,Albrighton,SHR,RQ,--3-----,1001,,5238N 00216W,
,GB,AIG,Albrighton,Albrighton,SHR,RL,--3-----,1301,,5245N 00245W,
,GB,ACS,Alcester,Alcester,WAR,AF,--3-----,9511,,,
,GB,ALY,Alconbury,Alconbury,CAM,AF,--34----,9511,AYH,,
,GB,AWO,Alconbury Weston,Alconbury Weston,CAM,RL,--3-----,1301,,5221N 00016W,
,GB,ABH,Aldborough,Aldborough,NFK,RL,--3-----,0701,,5252N 00115E,
,GB,ADB,Aldbourne,Aldbourne,WIL,AF,--3-----,9907,,,
,GB,ALU,Aldbury,Aldbury,HRT,RL,--3-----,0201,,5148N 00036W,
,GB,AOU,Aldebourne,Aldebourne,WIL,RL,--3-----,0901,,5128N 00137W,
,GB,ALB,Aldeburgh,Aldeburgh,SFK,AF,1-3-----,9811,,,
,GB,ALH,Aldenham,Aldenham,HRT,AQ,--3--6--,0601,,5140N 00021W,
,GB,ALE,Alderley Edge,Alderley Edge,CHE,AF,--3-----,1307,,,
,GB,ALR,Aldermaston,Aldermaston,WBK,AF,--3-----,0507,,5122N 00109W,
,GB,AER,Alderminster,Alderminster,WAR,RL,--3-----,0701,,5208N 00140W,
,GB,GSR,Aldersgate,Aldersgate,LND,RL,1-3-----,1401,,5131N 00005W,
,GB,ALD,Aldershot,Aldershot,HAM,AF,--3-----,9511,,,
,GB,ADH,Aldham,Aldham,ESS,RL,--3-----,0701,,5154N 00047E,
,GB,ADT,Aldington,Aldington,KEN,RQ,--3--6--,0607,,5105N 00056E,
,GB,ADG,Aldridge,Aldridge,WLL,AF,--3-----,1401,,5236N 00155W,
,GB,AW6,Aldworth,Aldworth,WBK,RL,--3-----,1501,,5130N 00112W,
,GB,ALX,Alexandria,Alexandria,,AF,--3-----,0212,,5559N 00436W,
,GB,ABX,Alford,Alford,LIN,RL,--3-----,0201,,5315N 00011E,
,GB,AFO,Alford,Alford,ABD,RL,--3-----,0701,,5714N 00243W,
,GB,ALF,Alfreton,Alfreton,DBY,AF,--3-----,9511,,,
,GB,AFT,Alfriston,Alfriston,ESX,RL,--3-----,1101,,5048N 00009E,
,GB,ASE,Allestree,Allestree,DBY,AF,--3-----,9907,,,
,GB,GTG,Allington,Allington,LIN,RL,--3-----,0901,,5256N 00043W,
,GB,KK6,Allington,Allington,KEN,RL,--3-----,1301,,5117N 00031E,
,GB,ALL,Alloa,Alloa,CLK,AA,123-----,0701,,5607N 00347W,
,GB,AL2,Almeley,Almeley,HEF,RL,--3-----,1801,,5209N 00259W,
,GB,AOY,Almondsbury,Almondsbury,SGC,RL,--3-----,0701,,5133N 00234W,
,GB,ASS,Alness,Alness,HLD,RL,-23-----,0701,,5742N 00415W,
,GB,ALM,Alnmouth,Alnmouth,NBL,AF,1-3-----,9811,,,
,GB,ALW,Alnwick,Alnwick,NBL,AF,--3-----,9511,,,
,GB,APN,Alperton,Alperton,BEN,RL,--3--6--,0507,,5132N 00017W,
,GB,APH,Alphington,Alphington,DEV,RL,--3-----,1401,,5042N 00331W,
,GB,NAD,Alresford,Alresford,,RL,-----6--,1107,,,
,GB,ARW,Alrewas,Alrewas,STS,RL,--3-----,0901,,5243N 00144W,
,GB,ALG,Alsager,Alsager,CHE,AF,--3-----,1307,,,
,GB,ALS,Alston,Alston,CMA,AF,--3-----,9511,,,
,GB,AHM,Altham,Altham,LAN,RL,--3-----,0201,,5347N 00220W,
,GB,ALP,Althorpe,Althorpe,NLN,RL,1-3-----,1301,,5335N 00044W,
,GB,ALN,Alton,Alton,HAM,AF,--3-----,9511,,,
,GB,ALQ,Alton,Alton,STS,RL,--3-----,1301,,5258N 00153W,
,GB,ACM,Altrincham,Altrincham,TRF,AF,--3-----,1401,,5323N 00221W,
,GB,ALA,Alva,Alva,CLK,AF,--3-----,0507,,5609N 00348W,
,GB,AVH,Alvechurch,Alvechurch,WOR,RL,--3-----,1301,,5220N 00157W,
,GB,AVL,Alveley,Alveley,SHR,AF,1-------,9704,,,
,GB,ALV,Alveston,Alveston,SGC,AF,--3-----,0501,,5135N 00231W,
,GB,ALT,Alyth,Alyth,PKN,RL,--3-----,0701,,5637N 00313W,
,GB,AMG,Ambergate,Ambergate,DBY,AF,-23-----,9704,,,
,GB,AMB,Amble,Amble,NBL,AF,1-------,9511,,,
,GB,AML,Ambleside,Ambleside,CMA,AF,1-3-----,9811,,,
,GB,AME,Amersham,Amersham,BKM,AF,--3-----,9511,,,
,GB,AMS,Amesbury,Amesbury,WIL,AF,--3-----,9704,,,
,GB,AMW,Amlwch,Amlwch,AGY,AA,123-----,0701,,5325N 00421W,
,GB,AMM,Ammanford,Ammanford,CMN,AF,--3-----,1401,,5148N 00400W,
,GB,AM9,Ampfield,Ampfield,HAM,RL,--3-----,1607,,5100N 00125W,
,GB,AMP,Ampthill,Ampthill,CBF,RL,--3-----,1307,,5202N 00030W,
,GB,ANA,Anasuria,Anasuria,SCT,RQ,1-----7-,0401,,5715N 00048E,
,GB,AN2,Ancaster,Ancaster,LIN,RL,-23-5---,1201,,5258N 00032W,
,GB,AN9,Anderton,Anderton,CHW,RL,--3-----,1601,,5316N 00232W,
,GB,AVR,Andover,Andover,HAM,AF,--34----,9511,ADV,,
,GB,ADV,Andoversford,Andoversford,GLS,RL,--3-----,0901,,5152N 00157W,
,GB,VLY,Anglesey,Anglesey,AGY,RL,---4----,0907,,5315N 00432W,
,GB,ANB,Anlaby,Anlaby,,RL,--3-----,0307,,5344N 00026W,
,GB,ANG,Annalong,Annalong,NYM,AA,1-3-----,0701,,5406N 00554W,
,GB,ANN,Annan,Annan,DGY,AA,123-----,0701,,5459N 00316W,
,GB,ANE,Annesley,Annesley,NTT,RQ,--3-----,0901,,5302N 00114W,
,GB,ANW,Annesley Woodhouse,Annesley Woodhouse,NTT,AF,-23-----,9704,,,
,GB,ANP,Annfield Plain,Annfield Plain,DUR,RL,--3-----,1301,,5451N 00144W,
,GB,ANS,Anstruther,Anstruther,FIF,AA,1-3-----,0701,,5613N 00242W,
,GB,ATY,Ansty,Ansty,WSX,RL,--3--6--,0601,,5100N 00010W,
,GB,AW3,Ansty,Ansty,WAR,RL,---4----,1407,,5225N 00124W,
,GB,ANT,Antrim,Antrim,ANT,AF,--3-----,9511,,,
,GB,AYB,Apperley Bridge,Apperley Bridge,,RL,-----6--,1107,,,
,GB,API,Appin,Appin,AGB,RL,1-3-----,0701,,5634N 00521W,
,GB,AZV,Appleby,Appleby,CMA,RL,--3-----,0201,,5434N 00229W,
,GB,APS,Applecross,Applecross,HLD,RL,1-------,0901,,5723N 00548W,
,GB,APP,Appledore,Appledore,,AF,1-------,0212,,5103N 00412W,
,GB,APL,Appleton,Appleton,OXF,AF,--3-----,9704,,,
,GB,APT,Appleton Thorn,Appleton Thorn,CHW,RL,--3-----,1401,,5320N 00232W,
,GB,ABR,Appley Bridge,Appley Bridge,LAN,AF,--3-----,9511,,,
,GB,AOE,Arboe (Ardboe),Arboe (Ardboe),CKT,RL,--3-----,0701,,5438N 00633W,
,GB,ARB,Arbroath,Arbroath,ANS,AF,1-------,1401,,,
,GB,DBG,Ardbeg,Ardbeg,,RQ,1-------,0901,,5538N 00606W,
,GB,AET,Ardentinny,Ardentinny,AGB,RL,1-------,0901,,5602N 00454W,
,GB,ARS,Ardersier,Ardersier,HLD,AF,--3-----,9511,,5734N 00402W,
,GB,ADF,Ardfern,Ardfern,AGB,AA,1-3-----,0701,,5611N 00532W,
,GB,AGL,Ardglass,Ardglass,DOW,AA,1-3-----,0701,,5416N 00537W,
,GB,AGU,Ardgour,Ardgour,HLD,AA,1-3-----,0701,,5643N 00515W,
,GB,ADK,Ardkeen,Ardkeen,DOW,RQ,1-3-----,0907,,5425N 00531W,
,GB,RDY,Ardley,Ardley,OXF,RL,-23-----,0701,,5156N 00113W,
,GB,AMH,Ardmaleish,Ardmaleish,AGB,AA,1-3-----,0701,,5552N 00505W,
,GB,AGW,Ardnagowan,Ardnagowan,AGB,RQ,--3-----,0907,,5612N 00503W,
,GB,AMN,Ardnamurchan,Ardnamurchan,HLD,RL,1-------,0901,,5641N 00605W,
,GB,ASG,Ardrishaig,Ardrishaig,AGB,AF,1-------,1401,,5601N 00527W,
,GB,ARD,Ardrossan,Ardrossan,NAY,AF,1-------,1401,,5537N 00449W,
,GB,ADE,Ardsley East = Ardsley,Ardsley East = Ardsley,LDS,RL,--3-----,1401,,5343N 00132W,
,GB,ARV,Ardveenish,Ardveenish,ELS,AA,1-3-----,0701,,5700N 00724W,
,GB,MDI,Ardwick,Ardwick,MAN,RQ,1-------,0901,,,
,GB,DYN,Ardyne,Ardyne,AGB,RL,1-------,0901,,5552N 00502W,
,GB,GYL,Argyll,Argyll,,RQ,1-------,0901,,5609N 00248E,
,GB,AGO,Arinagour,Arinagour,AGB,AA,1-3-----,0701,,5637N 00632W,
,GB,ARG,Arisaig,Arisaig,HLD,AA,123-----,0701,,5654N 00551W,
,GB,AHO,Arkholme,Arkholme,LAN,RL,--3-----,0407,,5408N 00238W,
,GB,ASY,Arlesey,Arlesey,CBF,RL,--3-----,1307,,5200N 00015W,
,GB,AEY,Arley,Arley,WAR,AF,--3-----,9704,,,
,GB,ALI,Arlington,Arlington,GLS,RL,1-------,0901,,5145N 00150W,
,GB,ARE,Armadale,Armadale,WLN,AF,--3-----,0701,,5554N 00342W,
,GB,ARM,Armagh,Armagh,ARM,AF,--3-----,9511,,,
,GB,ANH,Arminghall,Arminghall,NFK,RL,--3-----,0701,,5235N 00119E,
,GB,ARI,Armitage,Armitage,STS,AF,--3-----,9511,,,
,GB,ATP,Armthorpe,Armthorpe,DNC,RL,--3-----,0901,,5232N 00103W,
,GB,ARN,Arnesby,Arnesby,LEC,AF,--3-----,9804,,,
,GB,RAA,Arnish,Arnish,HLD,RL,--3-----,0501,,5727N 00606W,
,GB,ARO,Arnold,Arnold,NTT,AF,--3-----,9811,,,
,GB,NAR,Arran,Arran,NAY,RL,1-------,0901,,5535N 00517W,
,GB,ARR,Arrington,Arrington,CAM,AF,1-------,9704,,,
,GB,AOH,Arrochar,Arrochar,AGB,RL,--3-----,1407,,5612N 00444W,
,GB,ATG,Arthog,Arthog,GWN,RQ,--3-----,0907,,5242N 00401W,
,GB,ART,Artigarvan,Artigarvan,STB,AF,--3-----,0212,,5451N 00724W,
,GB,ARU,Arundel,Arundel,WSX,AF,--3-----,9511,,,
,GB,ASC,Ascot,Ascot,WNM,AF,--3-----,0507,,5124N 00040W,
,GB,AQO,Ash,Ash,KEN,AF,--3-----,9704,,,
,GB,AHV,Ash Vale,Ash Vale,SRY,RL,--3-----,0201,,5115N 00043W,
,GB,AHP,Ashampstead,Ashampstead,WBK,RQ,--3-----,0607,,5128N 00111W,
,GB,ABK,Ashbocking,Ashbocking,SFK,RQ,--3--6--,1001,,5209N 00110E,
,GB,ASH,Ashbourne,Ashbourne,DBY,AF,--3-----,9511,,,
,GB,ABU,Ashburton,Ashburton,DEV,RL,--3-----,0701,,5031N 00345W,
,GB,ADZ,Ashby de la Zouch,Ashby de la Zouch,LEC,AF,--3-----,0212,,5245N 00128W,
,GB,ACU,Ashchurch,Ashchurch,GLS,RL,-23-----,0701,,5200N 00206W,
,GB,AS6,Ashcott,Ashcott,SOM,RL,--3-----,1401,,5107N 00248W,
,GB,AHL,Asheldham,Asheldham,ESS,RQ,--3-----,0901,,5140N 00051E,
,GB,ASD,Ashford,Ashford,KEN,AF,--3-----,9511,QDH,,
,GB,ASF,Ashford,Ashford,SRY,AF,--3-----,9811,,,
,GB,AHG,Ashington,Ashington,SOM,RL,--3-----,0701,,5059N 00238W,
,GB,AST,Ashington,Ashington,NBL,AF,--3-----,9704,,,
,GB,AGR,Ashley,Ashley,CAM,RL,--3-----,0307,,5213N 00029E,
,GB,AS9,Ashley,Ashley,STS,RL,--3-----,1307,,5256N 00222W,
,GB,HA2,Ashley,Ashley,HAM,RL,1-3-----,1401,,5104N 00127W,
,GB,AHE,Ashtead/London,Ashtead/London,SRY,RL,--3-----,0201,,5119N 00019W,
,GB,AHT,Ashton,Ashton,CHW,RL,--3-----,1307,,5313N 00244W,
,GB,ASM,Ashton in Makerfield,Ashton in Makerfield,SHN,AF,--3-----,1401,,5329N 00239W,
,GB,AKY,Ashton Keynes,Ashton Keynes,WIL,RL,--3-----,0701,,5138N 00156W,
,GB,ASL,Ashton under Lyne,Ashton under Lyne,TAM,AF,--3-----,1401,,5330N 00206W,
,GB,AHS,Ashurst,Ashurst,HAM,RL,--3-----,1401,,5053N 00131W,
,GB,AWA,Ashwater,Ashwater,DEV,RL,--3-----,1401,,5043N 00417W,
,GB,ASW,Ashwell,Ashwell,LEC,AF,1-------,9704,,,
,GB,AWP,Ashwellthorpe,Ashwellthorpe,NFK,RL,--3-----,1301,,5232N 00111E,
,GB,AIF,Askam In Furness,Askam In Furness,CMA,RQ,--3-----,0907,,5411N 00313W,
,GB,ARK,Askern,Askern,DNC,RL,--3-----,1401,,5337N 00108W,
,GB,ASQ,Askham,Askham,CMA,RL,--3-----,0201,,5436N 00247W,
,GB,ALC,Aslacton,Aslacton,NFK,RL,--3-----,1207,,5228N 00110E,
,GB,ASP,Aspall,Aspall,SFK,RL,--3-----,1307,,5214N 00110E,
,GB,AXP,Aspatria,Aspatria,CMA,RL,-23-----,0207,,5445N 00320W,
,GB,APU,Aspull,Aspull,MAN,RL,--3-----,1307,,5334N 00234W,
,GB,ATX,Astley,Astley,WOR,RQ,--3-----,1007,,5218N 00219W,
,GB,AAB,Astley Abbotts,Astley Abbotts,SHR,RQ,--3-----,0901,,5234N 00226W,
,GB,2AB,Aston,Aston,BIR,RL,--3-----,1307,,5230N 00153W,
