,QA,ABH,Abu Hamur,Abu Hamur,RA,RL,--3-----,1607,,2514N 05129E,
,QA,ABS,Abu Samra,Abu Samra,RA,RL,--3-----,1707,,2444N 05049E,
,QA,ALK,Al Karaana,Al Karaana,RA,RL,--3-----,1707,,2500N 05102E,
,QA,KHR,Al Khor,Al Khor,KH,RL,--3-----,1407,,2541N 05130E,
,QA,RYN,Al Rayyan,Al Rayyan,RA,RL,--3-----,1407,,2519N 05122E,
,QA,RUS,Al Ruwais Qatar,Al Ruwais Qatar,MS,AA,1-------,1801,,2614N 05120E,
,QA,ASH,Al Shahaniya,Al Shahaniya,RA,RL,--3-----,1707,,2522N 05112E,
,QA,ASN,Al Shaheen,Al Shaheen,,RN,1-----7-,0401,,2633N 05204E,
,QA,ALS,Al Shamal City,Al Shamal City,MS,RL,--3-----,1607,,2607N 05113E,
,QA,ALU,Al Udeid,Al Udeid,,RQ,--34----,0401,,2506N 05118E,
,QA,ALW,Al Wa'b,Al Wa'b,KH,RL,--3-----,1607,,2550N 05127E,
,QA,WAK,Al Wakrah,Al Wakrah,WA,RL,--3-----,1407,,2510N 05136E,
,QA,ALZ,Al Zubarah,Al Zubarah,DA,RL,--3-----,1707,,2558N 05101E,
,QA,SLW,As Salwa,As Salwa,RA,RL,1-------,1601,,2444N 05045E,
,QA,ASL,As Sayliyah,As Sayliyah,DA,RL,--3-----,1701,,2512N 05122E,
,QA,HMD,BGN/PCGN1956 - HAMAD,BGN/PCGN1956 - HAMAD,WA,RL,1-------,1501,,2500N 05137E,
,QA,DOH,Doha,Doha,DA,AI,1--45---,1307,,,
,QA,DHN,Dukhan,Dukhan,,RL,--3-----,1407,,2525N 05047E,
,QA,HAL,Halul,Halul,,RQ,1-------,9506,,,
,QA,HNA,Hanna,Hanna,,QQ,1-------,8103,,,
,QA,LSL,Lusail,Lusail,DA,RL,--3-----,1407,,2530N 05129E,
,QA,MES,Mesaieed,Mesaieed,WA,RQ,1----6--,0907,,2498N 05155E,
,QA,QAP,Qapco,Qapco,US,RQ,1-------,1707,,2455N 05134E,
,QA,QCH,Qchem,Qchem,US,RQ,1-------,1707,,2451N 05132E,
,QA,RLF,Ras Laffan,Ras Laffan,KH,RL,1-------,1307,,2556N 05132E,
,QA,SIM,Simaisma,Simaisma,DA,RL,--3-----,1707,,2535N 05129E,
,QA,TPQ,The Pearl-Qatar,The Pearl-Qatar,DA,RL,--3-----,1707,,2522N 05133E,
,QA,MBB,Umm Bab,Umm Bab,RA,RL,--3-----,1407,,2513N 05048E,
,QA,UMQ,Umm Qarn,Umm Qarn,ZA,RQ,-----6--,1307,,2532N 05125E,
,QA,UMS,Umm Sa'id (Mesaieed),Umm Sa'id (Mesaieed),WA,AI,1-3-----,0501,,2459N 05132E,
