,SE,GIM,"Gimo, Osthammar","Gimo, Osthammar",C,RL,--3-----,1001,,6011N 01811E,
,SE,GMO,"Gimo, Uppsala","Gimo, Uppsala",C,RL,--3-----,0901,,6001N 01743E,
,SE,RUD,"Ruda, Högsby","Ruda, Hogsby",H,RL,-23-----,0901,,5706N 01607E,
,SE,STR,"Sandvik, Styrsö","Sandvik, Styrso",O,RL,1-3-----,1301,,5737N 01146E,
,SE,LGR,"Älgarås, Töreboda","Algaras, Toreboda",O,RL,--3-----,0901,,5848N 01414E,
,SE,ABS,Abisko,Abisko,BD,RL,-23-----,0601,,6821N 01847E,
,SE,ADK,Adak,Adak,Y,RL,-----6--,1201,,6521N 01837E,
,SE,ADO,Adelsö,Adelso,,RQ,--3-----,1001,,5922N 01729E,
,SE,AGB,Agnesberg,Agnesberg,O,RL,123-----,0207,,5747N 01159E,
,SE,AGU,Agunnaryd,Agunnaryd,G,RL,--3-----,0901,,5645N 01409E,
,SE,AGO,Agö,Ago,,RL,--3-----,9811,,,
,SE,AHR,Aha,Aha,AC,RL,--3-----,0201,,6528N 01744E,
,SE,ALA,Ala,Ala,X,AA,1-------,1601,,6113N 01709E,
,SE,ALO,Alafors,Alafors,O,RL,--3-----,1801,,5734N 01206E,
,SE,ALG,Alberga,Alberga,D,RL,--3-----,1801,,5916N 01607E,
,SE,ALB,Alby,Alby,Y,RL,--3-----,0105,,,
,SE,ALF,Alfredshem,Alfredshem,Y,AF,1-------,8312,,,
,SE,SZB,Alfta,Alfta,X,RL,-----6--,0901,,6121N 01605E,
,SE,ALI,Alingsås,Alingsas,O,RQ,--3-----,9501,,5755N 01232E,
,SE,AVK,Almvik,Almvik,,RQ,0-------,9811,,,
,SE,N8P,Alnarp,Alnarp,M,RL,--3-----,1607,,5539N 01305E,
,SE,ASM,Alstermo,Alstermo,G,RL,--3-----,1301,,5658N 01538E,
,SE,AB5,Alta,Alta,AB,RL,--3-----,1501,,5916N 01811E,
,SE,ALV,Alvesta,Alvesta,G,RQ,--3-----,9501,XXA,,
,SE,ASL,Anderslöv,Anderslov,M,RL,--3--6--,0701,,5526N 01320E,
,SE,ANP,Anderstorp,Anderstorp,F,RQ,--3-----,9501,,,
,SE,ABY,Aneby,Aneby,F,RQ,--3-----,9704,,,
,SE,AGD,Angered,Angered,O,RL,-23-----,0701,,5747N 01206E,
,SE,AKR,Ankarsrum,Ankarsrum,H,RL,--3-----,0201,,5742N 01620E,
,SE,ANK,Ankarsvik,Ankarsvik,C,AF,1-------,8312,,,
,SE,ANB,Anneberg,Anneberg,H,RL,--3-----,1607,,5743N 01548E,
,SE,AAR,Ar,Ar,I,AF,1-------,8312,,,
,SE,ARA,Arboga,Arboga,U,RL,123-----,0207,XXT,5923N 01551E,
,SE,ARB,Arbrå,Arbra,X,AF,123-----,8312,,,
